"word1","word2","word3","word4","freq"
"saudi","production","whether","fact",2
"saudis","husband","actually","three",2
"saved","matter","water","baptized",2
"say","never","say","never",2
"say","something","isnt","wall",2
"says","hamilton","lying","sell",2
"says","hasnt","seen","little",2
"says","hello","arms","hugged",2
"says","wanted","completely","autonomous",2
"sc","sc","fpdc","around",2
"scar","nose","like","video",2
"scheffler","said","pages","documents",2
"school","boys","makes","equal",2
"school","boys","might","see",2
"school","course","still","best",2
"school","eastern","tennessee","mother",2
"school","graduated","school","eastern",2
"school","programs","helping","guide",2
"school","reform","single","biggest",2
"school","score","meaning","compared",2
"school","started","really","develop",2
"school","students","fresh","prom",2
"schools","facebook","founder","mark",2
"schools","similar","demographics","rank",2
"schuller","says","wanted","completely",2
"science","center","hours","good",2
"scoffed","previews","revenge","four",2
"score","meaning","compared","schools",2
"score","points","playoff","game",2
"scoring","second","quarter","made",2
"scrutiny","surfaced","listed","native",2
"sculpture","baker","shop","door",2
"seasons","cycle","seasons","repeats",2
"seasons","repeats","hijri","calendar",2
"second","half","blocked","two",2
"second","night","just","minute",2
"second","preview","precious","little",2
"second","quarter","made","falcons",2
"second","round","third","round",2
"secretly","booked","brewers","many",2
"secretly","otherwise","wanted","date",2
"section","bit","need","keir",2
"see","creations","new","sets",2
"see","nice","heart","pounds",2
"see","shyness","grow","cheeks",2
"see","sitcoms","romantic","comedies",2
"seems","chickens","natures","little",2
"seems","odd","wizard","hasnt",2
"seems","ridiculous","think","lying",2
"seen","four","years","california",2
"seen","little","creatures","since",2
"selection","valuable","sales","programs",2
"self-esteem","pretty","low","anyway",2
"sell","book","discredited","floyd",2
"sell","morgan","keegan","brokerage",2
"seller","might","try","get",2
"senate","leader","bob","huff",2
"senate","leader","mike","hewitt",2
"senate","president","tom","niehaus",2
"senator","district","candidate","filed",2
"senators","ron","wyden","jeff",2
"senior","adviser","arts","culture",2
"senior","thrift","caring","center",2
"serbia","confused","mr","tadics",2
"series","comes","-gb","hard",2
"service","grocery","store","around",2
"services","fd","fed","cir",2
"services","llc","amazon","eu",2
"services","llc","andor","amazon",2
"serving","calories","g","protein",2
"serving","margs","beers","delicious",2
"set","can","many","different",2
"set","webcam","humiliate","roommate",2
"setting","stage","dramatic","flyover",2
"seven","students","come","reveal",2
"seven","years","maintaining","profit",2
"sg","good","one","high",2
"shades","red","pink","february",2
"shenkus","told","judge","took",2
"shirts","sale","proclaiming","seniors",2
"shop","door","longer","baker",2
"shop","may","suggest","feeling",2
"shop","number","built","stone",2
"shorter","gregorian","calendar","used",2
"shortfall","said","energy","analysts",2
"shot","beat","elliott","high",2
"show","affiliation","tea","party",2
"show","like-minded","obama-haters","can",2
"showcases","true","danger","things",2
"showed","seems","chickens","natures",2
"shows","letter","written","patton",2
"shriners","hospitals","children","international",2
"shu","never","felt","really",2
"shutout","fewells","bunch","sort",2
"shyness","grow","cheeks","says",2
"side","chest","pain","women",2
"sides","need","go","newspaper",2
"sigh","relief","wasnt","dont",2
"signalled","fully","retirement","joe",2
"silver","tea","bag","earrings",2
"similar","demographics","rank","among",2
"similar","reasons","seems","ridiculous",2
"similar","school","score","meaning",2
"similar","schools","score","higher",2
"simply","held","castle","ransom",2
"since","announcing","million","donation",2
"since","chickens","showed","seems",2
"single","biggest","priority","bookers",2
"sinkhole","fiscal","uncertainty","move",2
"sit","around","play","games",2
"sitcoms","romantic","comedies","cute",2
"sites","earn","advertising","fees",2
"sittin","bench","bruno","mars",2
"six","seven","years","maintaining",2
"sk","open","sc","sc",2
"skill","love","get","check",2
"skipper","also","nearby","rivoli",2
"slashing","staff","destroying","-house",2
"slider","back","now","got",2
"slipped","usd","lower","support",2
"slot","feels","right","day",2
"snails","spiders","yard","resk",2
"snaps","carried","ball","also",2
"soil","conservation","protection","restoration",2
"solution","maintain","access","students",2
"somebody","told","one","knows",2
"someone","run","met","john",2
"someones","birthdate","trying","convert",2
"something","isnt","wall","isnt",2
"something","marche","proveneal","thats",2
"something","sweet","take","home",2
"sometimes","made","feel","even",2
"somewhat","confused","going","saudi",2
"somewhat","translator","eg","caking",2
"son","coul","everyone","knows",2
"son","influential","trainer","richard",2
"soon--graduate","high","school","students",2
"sorry","trouble","executing","whats",2
"sort","depends","arm","slot",2
"sort","safety","manning","called",2
"sound","leaf","blower","perfect",2
"south","carolina","greenville","newspaper",2
"south","carolina","new","jersey",2
"south","dakota","dryland","working",2
"south","melbourne","queen","vic",2
"space","give","hedgecock","forum",2
"speaker","last","week","peak",2
"specialty","health","care","system",2
"spend","rest","life","behind",2
"spending","lot","time","money",2
"spent","attempting","acquire","new",2
"spent","florence","father","renowned",2
"spent","little","life","without",2
"spent","two","years","creating",2
"spew","collective","invective","happily",2
"spiders","yard","resk","says",2
"spiked","slipped","steadily","since",2
"spokeswoman","ann","davis","added",2
"sports","controversial","trainer","rick",2
"spot","people","brought","yxta",2
"spx","pivots","resistance","pivots",2
"spxdow","ndxnaz","bonds","lost",2
"square","feet","offices","plus",2
"sr","brother","sports","controversial",2
"st","--","oregon","city",2
"st","house","speaker","last",2
"st","louis-based","stifel","financial",2
"st","louis","symphony","orchestra",2
"st","tank","battalion","-",2
"stadium","proposal","passes","house",2
"staff","destroying","-house","morale",2
"staff","writer","mike","garafolo",2
"stage","dramatic","flyover","worlds",2
"stairs","one","time","outside",2
"staked","political","future","enacting",2
"stalls","ew","aromas","combine",2
"stamp","heritage","roses","shades",2
"stars","friends","secretly","booked",2
"started","hard","find","nc",2
"started","really","develop","changeup",2
"state","clamber","sinkhole","fiscal",2
"state","control","years","tonights",2
"state","federal","appeals","courts",2
"state","oregon","challenged","position",2
"state","representative","district","brian",2
"state","representative","district","cindy",2
"state","representative","district","david",2
"state","senator","district","candidate",2
"state","senator","district","michael",2
"statement","issued","article","kleins",2
"statistical","oddity","brewers","struggling",2
"status","group","led","march",2
"stereotypical","high","school","boys",2
"steve","scheffler","said","pages",2
"stifel","financial","corp","two",2
"stigma","article","notes","expensive",2
"stir","bunch","trouble","honest",2
"stock","bring","boil","reduce",2
"stomach","u-t","waste","valuable",2
"stone","sculpture","baker","shop",2
"stop","back","next","days",2
"stormed","much","ran","wine",2
"story","stairs","one","time",2
"straight","lines","leipsic","said",2
"street","police","told","leave",2
"striking","case","didnt","get",2
"stripper","time","whatever","cool",2
"strong","stomach","u-t","waste",2
"stronger","anticlockwise","turning","force",2
"struck","earthquake","thisthis","guy",2
"struggling","b","rickie","weeks",2
"students","come","reveal","immigration",2
"students","fresh","prom","hundreds",2
"students","gathered","campus","hear",2
"students","need","classes","transfer",2
"subject","change","removal","time",2
"submitted","proposal","metrohealth","receive",2
"substances","around","truly","untested",2
"substantial","investments","long-term","efforts",2
"suffered","four","weeks","withdrawal",2
"sugar","g","fiber","mg",2
"suggest","feeling","sorry","trouble",2
"summer","aint","good","eyes",2
"summer","said","way","justify",2
"summers","brucker","spent","florence",2
"supply","stronger","anticlockwise","turning",2
"support","event","ale","stars",2
"support","spx","pivots","resistance",2
"support","water","management","key",2
"suppose","somewhat","translator","eg",2
"sure","check","back","next",2
"sure","enough","guy","just",2
"sure","stop","back","next",2
"surf","web","send","instant",2
"surfaced","listed","native","heritage",2
"survived","camp","th","graders",2
"sustainable","agriculture","water","management",2
"sweat","shirts","sale","proclaiming",2
"sweet","take","home","love",2
"sweet","tooth","causes","buy",2
"syndicated","radio","show","like-minded",2
"system","languished","state","control",2
"t-shirts","sweat","shirts","sale",2
"t","training","wwwtisfortrainingwordpresscom","discusses",2
"t","w","e","e",2
"table","top","made","mature",2
"tadics","democrats","outspoken","opposition",2
"take","account","seasons","cycle",2
"take","charge","indy","fifth",2
"take","home","love","things",2
"take","though","defense","started",2
"taken","gamers","hugely","popular",2
"taken","tidy","crumb-free","kitchen",2
"talent","school","programs","helping",2
"talk","today","stereotypical","high",2
"talks","friday","sell","morgan",2
"tank","battalion","-","unit",2
"targeting","talent","school","programs",2
"task","improving","quality","prosecution",2
"taste","like","entryway","heaven",2
"tea","bag","earrings","show",2
"team","creates","chances","us",2
"team","nfl","history","score",2
"tear","away","exhausting","task",2
"teens","used","alcohol","last",2
"tell","judge","whose","neglect",2
"tell","said","reimer","wearing",2
"tell","us","buy","else",2
"tell","writers","never","gave",2
"tennessee","mother","said","graduated",2
"terminals","potential","gas","exports",2
"terra","cotta-clad","building","square",2
"testosterone","use","upcoming","book",2
"texas","rep","ron","paul",2
"th-mile","race","creative","cause",2
"th","ave","square","feet",2
"th","daddy","long","legs",2
"th","graders","pacific","science",2
"th","overall","th","overall",2
"thank","booked","came","along",2
"thanks","follow","looking","forward",2
"thanks","following","robin","aerialist",2
"thats","costing","newark","taxpayers",2
"thats","throw","changeup","right",2
"thats","uniquely","french","kind",2
"theres","something","else","going",2
"theres","times","hes","looked",2
"theyd","already","spent","two",2
"theyre","good","couldnt","known",2
"thing","writers","wanted","meant",2
"things","brought","along","new",2
"things","dairy","queen","krispy",2
"things","going","pretty","well",2
"things","many","substances","around",2
"things","spring","training","said",2
"think","best","episode","yet",2
"think","lying","guess","armstrong",2
"think","markets","somewhat","confused",2
"think","mother","nature","entity",2
"think","versus","tulsa","day",2
"thinking","men","run","world",2
"third-string","quarterback","miles","osei",2
"third","county","middle","schools",2
"third","dullahan","fourth","take",2
"third","will","focused","education",2
"thirty","minutes","trophy","lifted",2
"thisthis","guy","knows","gosh",2
"though","defense","started","hard",2
"though","im","pretty","sure",2
"though","way","effectively","managed",2
"threatening","class","cuts","argue",2
"three","basement","floors","converted",2
"three","boys","want","talk",2
"three","different","official","birthdays",2
"three","years","ago","celebrate",2
"throughout","region","individual","federal",2
"throw","-","play","bullpen",2
"throw","changeup","right","catcher",2
"throw","earlier","quarter","knew",2
"throw","mph","mph","range",2
"throwing","lot","year","always",2
"throws","curve","like","ok",2
"thursday","warrens","heritage","scrutiny",2
"tickets","written","texas","police",2
"ticks","crude","rallied","gold",2
"tidy","crumb-free","kitchen","youll",2
"time","although","end","era",2
"time","just","dont","many",2
"time","money","south","melbourne",2
"time","outside","old","tv",2
"time","prepare","arnos","attorney",2
"time","proving","werent","partly",2
"time","whatever","cool","thing",2
"today","stereotypical","high","school",2
"today","yesterday","many","us",2
"together","formula","probably","stayed",2
"told","conversation","upset","told",2
"told","daily","racing","form",2
"told","friends","conversation","upset",2
"told","job","opinion","dave",2
"told","judge","took","months",2
"told","leave","hernandez","said",2
"told","one","knows","better",2
"told","say","something","isnt",2
"tonights","address","roughly","third",2
"took","bit","chance","unknown",2
"took","man","put","garden",2
"took","months","government","build",2
"took","snaps","carried","ball",2
"took","vacation","day","work",2
"tooth","causes","buy","multiples",2
"top","made","mature","mesquite",2
"top","percent","academically","almost",2
"total","number","people","getting",2
"totally","disgusting","three","boys",2
"township","board","district","charles",2
"township","board","district","michael",2
"township","board","district","robert",2
"township","board","district","steve",2
"traffic","tickets","written","texas",2
"trainer","richard","e","dutrow",2
"trainer","rick","quietly","won",2
"training","wwwtisfortrainingwordpresscom","discusses","job",2
"trenton","gov","chris","christie",2
"tried","introduce","legislation","block",2
"tried","summer","aint","good",2
"trimet","spokeswoman","mary","fetsch",2
"trip","yeah","chk","hit",2
"trouble","executing","whats","head",2
"trouble","honest","opinion","legitimate",2
"true","danger","things","many",2
"truly","untested","buy","dont",2
"try","bundle","items","get",2
"try","get","buy","want",2
"trying","avoid","using","proper",2
"trying","convert","arabic","dates",2
"trying","stir","bunch","trouble",2
"tryna","create","beat","cant",2
"tsa","spokeswoman","ann","davis",2
"tuesday","students","gathered","campus",2
"tulsa","day","throwing","lot",2
"turned","us","attorneys","office",2
"turning","force","right-handed","person",2
"tv","set","sigh","daysb",2
"tv","strong","stomach","u-t",2
"tweet","make","nightmiobi","taught",2
"two-thirds","middle","schools","earned",2
"two","-gb","hard","drives",2
"two","brothers","chrystoph","iliopoulos",2
"two","cranberries","tablespoon","flour",2
"two","people","direct","knowledge",2
"two","years","creating","purus",2
"type","guy","every","girl",2
"u-t","waste","valuable","editorial",2
"u","record","put","keek",2
"uncertainty","move","forward","better",2
"unconsidered","evidence","raised","inference",2
"undermine","us","energy","security",2
"unintentional","doppelganger","close","ill",2
"union","rags","winning","th-mile",2
"uniquely","french","kind","wonderful",2
"units","number","spiked","slipped",2
"units","use","nvidias","geforce",2
"university","chicago","maroon","november",2
"unless","can","document","infestation",2
"untested","buy","dont","know",2
"updated","shop","may","suggest",2
"upset","fact","one","mentioned",2
"upset","lose","garden","house",2
"upset","told","friends","conversation",2
"ur","austreamso","can","u",2
"ur","park","just","sittin",2
"urd","given","will","cause",2
"us","attorney","paul","fishman",2
"us","attorney","western","district",2
"us","buy","else","can",2
"us","lose","westbrook","said",2
"us","rep","peter","defazio",2
"us","will","provide","way",2
"usa","pro","cycling","challenge",2
"usd","lower","support","spx",2
"use","eminent","domain","lng",2
"use","got","-","count",2
"use","last","names","verbs",2
"use","nvidias","geforce","pci-express",2
"use","upcoming","book","deal",2
"used","alcohol","last","year",2
"used","forever","block","stamp",2
"used","west","can","create",2
"users","surf","web","send",2
"uses","lunar","hijri","calendar",2
"usfws","invest","approximately","million",2
"usfws","nrcs","conservation","partners",2
"using","proper","nouns","purchased",2
"v","mayo","collaborative","services",2
"vacant","units","number","spiked",2
"valuable","editorial","space","give",2
"valuable","sales","programs","best",2
"valuation","require","company","make",2
"value","widest","selection","valuable",2
"vending","machine","contents","extremely",2
"vending","machines","recurring","mechanical",2
"venture","partnership","deliver","wetland",2
"verbs","still","makes","giggle",2
"versatile","set","can","many",2
"versus","tulsa","day","throwing",2
"vic","markets","however","something",2
"video","games","see","nice",2
"view","already","readily","available",2
"view","represents","best","opportunity",2
"vikings","stadium","proposal","passes",2
"voice","hair","awsome","d",2
"voice","head","telling","calm",2
"w","e","e","t",2
"w","ellyssa","kroski","t",2
"wall","isnt","just","trying",2
"want","hurt","arm","kind",2
"want","need","offering","generous",2
"want","say","bad","words",2
"want","talk","today","stereotypical",2
"want","us","lose","westbrook",2
"wanted","completely","autonomous","board",2
"wanted","date","high","school",2
"wanted","meant","care","honestly",2
"wants","wonder","theres","something",2
"warren","obtained","associated","press",2
"warrens","heritage","scrutiny","surfaced",2
"wasnt","dont","know","wouldve",2
"waste","valuable","editorial","space",2
"watch","game","get","party",2
"water","management","key","avian",2
"water","management","soil","conservation",2
"way","ahead","curve","addressing",2
"way","effectively","managed","sometimes",2
"way","justify","even","low",2
"way","maintain","religious","freedom",2
"wearing","silver","tea","bag",2
"web","send","instant","messages",2
"webcam","humiliate","roommate","lawyer",2
"website","comes","amazon","services",2
"wednesday","evenings","around","weve",2
"week","peak","long","legislative",2
"week","quickly","heated","things",2
"week","told","conversation","upset",2
"weekly","recap","hard","believe",2
"weeks","nl","-star","higher",2
"weeks","withdrawal","revenge","delivered",2
"welcome","unless","can","document",2
"well","guess","tried","summer",2
"well","lets","just","say",2
"wendy","brucker","roscoe","skipper",2
"west","can","create","disputes",2
"westbrook","said","missed","free",2
"western","calendar","islamic","calendar",2
"wet","ingredients","dry","ingredients",2
"wetland","grassland","conservation","projects",2
"wetlands","grasslands","wildlife","habitat",2
"weve","suffered","four","weeks",2
"whatever","cool","thing","writers",2
"whats","head","creating","works",2
"whether","-","far","throw",2
"whether","fact","ramped","full",2
"whether","good","idea","vending",2
"whether","youre","even","getting",2
"whod","executives","innovations","division",2
"whose","neglect","made","feel",2
"wicked","wrist","shot","beat",2
"widest","selection","valuable","sales",2
"wildlife","habitat","example","usfws",2
"wildwood","ritual","soon--graduate","high",2
"will","admit","blood","doping",2
"will","announced","next","week",2
"will","cause","bit","hit",2
"will","continue","push","school",2
"will","find","easier","tighten",2
"will","focused","education","will",2
"will","game","worldseries","come",2
"will","open","pm","serving",2
"will","play","four","teams",2
"will","tear","us","apart",2
"william","g","batchelder","became",2
"win","final","two","games",2
"winestorming","last","night","got",2
"winner","will","announced","next",2
"winning","th-mile","race","creative",2
"withdrawal","revenge","delivered","think",2
"within","next","six","seven",2
"without","family","members","individuals",2
"without","love","saved","matter",2
"witness","tampering","hindering","apprehension",2
"wizard","hasnt","simply","held",2
"won","nearly","races","-year",2
"wonder","theres","something","else",2
"wonderful","produce","exceptional","lively",2
"wonderful","though","way","effectively",2
"wood","johnson","university","hospital",2
"words","actions","people","comes",2
"words","theyd","already","spent",2
"work","hard","believe","never",2
"working","lands","northwestern","plains",2
"works","good","admire","one",2
"worldseries","come","watch","game",2
"wouldve","reacted","hopefully","unintentional",2
"wrist","shot","beat","elliott",2
"writer","mike","garafolo","contributed",2
"writers","never","gave","anything",2
"writers","wanted","meant","care",2
"written","patton","members","st",2
"wrong","australia","rocks","market",2
"wrong","im","pretty","sure",2
"wwwtisfortrainingwordpresscom","discusses","job","previous",2
"wyden","jeff","merkley","expressed",2
"xinrans","books","make","sad",2
"yard","resk","says","hasnt",2
"yards","four","catches","yards",2
"yeah","chk","hit","back",2
"year","always","count","can",2
"year","metrohealth","receiving","million",2
"years","ago","celebrate","summers",2
"years","california","state","clamber",2
"years","creating","purus","giarrante",2
"years","maintaining","profit","margins",2
"years","old","common","dispute",2
"years","old","feet","inches",2
"years","tonights","address","roughly",2
"yeas","vikings","stadium","proposal",2
"yes","suppose","somewhat","translator",2
"yesterday","many","us","praydavid",2
"yet","vaguely","lustful","expression",2
"youll","difficult","time","proving",2
"youplz","answer","b","love",2
"youre","even","getting","right",2
"yxta","will","open","pm",2
"z","series","comes","-gb",2
"zone","open","scoring","second",2
"zoo","said","raised","online",2
"zuckerberg","booker","said","staked",2
